"firstName","familyName","fullName","start","einde","title","rangorde","mandataris","persoon"
"Sven","Gatz","Sven Gatz",2019-07-17T22:00:00Z,2019-10-01T22:00:00Z,"Vlaams minister van Brusselse aangelegenheden",3,"http://example.com/mandaat/24733906-ca93-4eeb-9e1f-18b3592500dd","http://example.com/person/9deaa1db-9cb8-4125-97e6-b4641fba803f"
"Koen","Van den Heuvel","Koen Van den Heuvel",2017-02-14T12:41:13Z,2019-09-30T22:00:00Z,"Vlaams minister van Omgeving, Natuur en Landbouw",8,"http://example.com/mandaat/d4042972-6fee-4555-8c90-2c27270f42f8","http://example.com/person/69b9715c-05f4-4ea6-b00f-bfb1da587ca2"
"Geert","Bourgeois","Geert Bourgeois",2017-02-14T12:41:13Z,2019-09-01T22:00:00Z,"Minister-president van de Vlaamse Regering",1,"http://example.com/mandaat/9cd9a969-0e8c-4f07-bacd-bd0c0b4cfc9c","http://example.com/person/de843e19-de4a-4b0d-af5f-d5563709d23c"
"Jo","Vandeurzen","Jo Vandeurzen",2017-02-14T12:41:13Z,2019-09-30T22:00:00Z,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",5,"http://example.com/mandaat/9a70b95c-a1ba-40db-907c-c5395dfac60f","http://example.com/person/ecb86a73-c11c-4228-bf36-976d83ed5c0d"
"Phillipe","Muyters","Phillipe Muyters",2017-02-14T12:41:13Z,2019-09-30T22:00:00Z,"Vlaams minister van Werk, Economie, Innovatie en Sport",6,"http://example.com/mandaat/dc811a22-ccab-4dba-b305-fa1ca2981a0c","http://example.com/person/70d5ccab-0b57-4495-892d-3ca12029aff1"
"Lydia","Peeters","Lydia Peeters",2019-07-17T22:00:00Z,2019-10-01T22:00:00Z,"Vlaams minister van Begroting, Financiën en Energie",7,"http://example.com/mandaat/90c9f6d0-34d4-427e-ad1e-298193ebeae6","http://example.com/person/ff3596bb-e814-4a46-83f3-2c03a7cd4e8c"
"Ben","Weyts","Ben Weyts",2019-07-01T22:00:00Z,2019-10-01T22:00:00Z,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Buitenlands Beleid, Onroerend Erfgoed en Dierenwelzijn",4,"http://example.com/mandaat/4be7d895-e5f1-4027-9032-c53e41f48d69","http://example.com/person/8ac8eb8e-9916-44dd-9349-a976faf74766"
"Hilde","Crevits","Hilde Crevits",2017-02-14T12:41:13Z,2019-09-30T22:00:00Z,"Vlaams minister van Onderwijs",2,"http://example.com/mandaat/6eb5292d-37a1-454f-b87e-3bbfacb23970","http://example.com/person/c2a7e1d0-40ba-47bf-b6be-0e4ab3725161"
"Liesbeth","Homans","Liesbeth Homans",2017-02-14T12:41:13Z,,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en Armoedebestrijding",4,"http://example.com/mandaat/d3b0f8f7-9806-45a9-9d04-c9676049ff0b","http://example.com/person/e880971e-1fd8-41a0-9cdc-d195d18fe581"
"Leona","Detiège","Leona Detiège",1992-10-20,1995-06-20,"GM van Sociale Zaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ec928-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8203a46c-dec2-11e9-aa72-0242c0a80002"
"Norbert","De Batselier","Norbert De Batselier",1992-02-05,1992-10-20,"GM van Leefmilieu en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cef04-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8202a62a-dec2-11e9-aa72-0242c0a80002"
"Theo","Kelchtermans","Theo Kelchtermans",1995-06-20,1999-07-13,"VM van Leefmilieu en Tewerkstelling",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fbef10-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbedc6-dec2-11e9-aa72-0242c0a80002"
"Hilde","Crevits","Hilde Crevits",2009-07-13,2014-07-25,"VM  van Leefmilieu, Natuur en Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd1b4e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb368-dec2-11e9-aa72-0242c0a80002"
"Joke","Schauvliege","Joke Schauvliege",2009-07-13,2014-07-25,"VM  van Leefmilieu, Natuur en Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dcd4cc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81a32e66-dec2-11e9-aa72-0242c0a80002"
"Hilde","Crevits","Hilde Crevits",2014-05-25,2019-07-02,"VM van Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f3a36-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb368-dec2-11e9-aa72-0242c0a80002"
"Liesbeth","Homans","Liesbeth Homans",2014-05-25,2019-07-02,"VM van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en Armoedebestrijding",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f3e0a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb9c6-dec2-11e9-aa72-0242c0a80002"
"Lydia","Peeters","Lydia Peeters",2014-05-25,2019-07-02,"VM van Begroting, Financiën en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f4d78-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819ef756-dec2-11e9-aa72-0242c0a80002"
"Theo","Kelchtermans","Theo Kelchtermans",1988-10-18,1992-01-21,"GM van Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ee62e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbedc6-dec2-11e9-aa72-0242c0a80002"
"Norbert","De Batselier","Norbert De Batselier",1992-10-20,1995-06-20,"VM van Leefmilieu en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205fa82-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8202a62a-dec2-11e9-aa72-0242c0a80002"
"Leona","Detiège","Leona Detiège",1992-10-20,1995-06-20,"VM van Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82079022-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8203a46c-dec2-11e9-aa72-0242c0a80002"
"Hilde","Crevits","Hilde Crevits",2004-07-20,2007-06-27,"VM van Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e5ad04-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb368-dec2-11e9-aa72-0242c0a80002"
"Liesbeth","Homans","Liesbeth Homans",2019-07-02,,"Minister-president van de Vlaamse Regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/819ebee4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb9c6-dec2-11e9-aa72-0242c0a80002"
"Liesbeth","Homans","Liesbeth Homans",2019-07-02,,"VM van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en Armoedebestrijding",,"http://kanselarij.vo.data.gift/id/mandatarissen/819eba5c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb9c6-dec2-11e9-aa72-0242c0a80002"
"Lydia","Peeters","Lydia Peeters",2019-07-02,,"VM van Begroting, Financiën en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/819ef800-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819ef756-dec2-11e9-aa72-0242c0a80002"
"Hilde","Crevits","Hilde Crevits",2019-07-02,,"VM van Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/819eb43a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb368-dec2-11e9-aa72-0242c0a80002"
"Jo","Vandeurzen","Jo Vandeurzen",2009-07-13,2014-07-25,"VM van Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/81c3b8fc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819ebc82-dec2-11e9-aa72-0242c0a80002"
"Steven","Vanackere","Steven Vanackere",2007-06-28,2009-07-13,"VM van Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dea91e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81dea82e-dec2-11e9-aa72-0242c0a80002"
"Koen","Van Den Heuvel","Koen Van Den Heuvel",2014-05-25,2019-07-02,"VM van Omgeving, Natuur en landbouw",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f8662-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819efcb0-dec2-11e9-aa72-0242c0a80002"
"Freya","Van Den Bossche","Freya Van Den Bossche",2009-07-13,2014-07-25,"VM van Energie, Wonen, Steden en Sociale Economie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81c3cf54-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3cea0-dec2-11e9-aa72-0242c0a80002"
"Dirk","Van Mechelen","Dirk Van Mechelen",2007-06-28,2009-07-13,"VM van Financiën en Begroting en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddb306-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb23e-dec2-11e9-aa72-0242c0a80002"
"Dirk","Van Mechelen","Dirk Van Mechelen",1999-07-13,2003-06-05,"VM van Financiën en Begroting, Innovatie, Media en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f147b8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb23e-dec2-11e9-aa72-0242c0a80002"
"Dirk","Van Mechelen","Dirk Van Mechelen",1999-07-13,2003-06-05,"VM van Economie, Ruimtelijke Ordening en Media",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f6bee6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb23e-dec2-11e9-aa72-0242c0a80002"
"Freya","Van Den Bossche","Freya Van Den Bossche",2009-07-13,2014-07-25,"VM van Bestuurszaken, Binnenlands Bestuur, Inburgering, Toerisme en Vlaamse Rand",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd2332-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3cea0-dec2-11e9-aa72-0242c0a80002"
"Steven","Vanackere","Steven Vanackere",2007-06-28,2009-07-13,"VM van Werk, Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e0184e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81dea82e-dec2-11e9-aa72-0242c0a80002"
"Jo","Vandeurzen","Jo Vandeurzen",2009-07-13,2014-07-25,"VM van Openbare Werken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd8318-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819ebc82-dec2-11e9-aa72-0242c0a80002"
"Steven","Vanackere","Steven Vanackere",2004-07-20,2007-06-27,"VM van Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4be76-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81dea82e-dec2-11e9-aa72-0242c0a80002"
"Dirk","Van Mechelen","Dirk Van Mechelen",2004-07-20,2007-06-27,"VM van Financiën en Begroting en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4cccc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb23e-dec2-11e9-aa72-0242c0a80002"
"Ben","Weyts","Ben Weyts",2019-07-02,,"Viceminister-president van de Vlaamse Regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f30b8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819efa76-dec2-11e9-aa72-0242c0a80002"
"Jo","Vandeurzen","Jo Vandeurzen",2019-07-02,,"VM van Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/819ebd0e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819ebc82-dec2-11e9-aa72-0242c0a80002"
"Koen","Van Den Heuvel","Koen Van Den Heuvel",2019-07-02,,"VM van Omgeving, Natuur en landbouw",,"http://kanselarij.vo.data.gift/id/mandatarissen/819efd3c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819efcb0-dec2-11e9-aa72-0242c0a80002"
"Ben","Weyts","Ben Weyts",2019-07-02,,"VM van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",,"http://kanselarij.vo.data.gift/id/mandatarissen/819efb0c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819efa76-dec2-11e9-aa72-0242c0a80002"
"Philippe","Muyters","Philippe Muyters",2014-05-25,2019-07-02,"VM van Werk, Economie, Innovatie en Sport",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f3b9e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb5ca-dec2-11e9-aa72-0242c0a80002"
"Sven","Gatz","Sven Gatz",2014-05-25,2019-07-02,"VM van Cultuur, Media, Jeugd en Brussel",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f75d2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819efec2-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2009-07-13,2014-07-25,"Minister-president van de Vlaamse Regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dcda94-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Annemie","Turtelboom","Annemie Turtelboom",2014-05-25,2019-07-02,"VM van Begroting, Financiën en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81b92df6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81b92c2a-dec2-11e9-aa72-0242c0a80002"
"Patricia","Ceysens","Patricia Ceysens",2009-07-13,2014-07-25,"VM van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd2738-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81dd2666-dec2-11e9-aa72-0242c0a80002"
"Pascal","Smet","Pascal Smet",2009-07-13,2014-07-25,"VM  van Onderwijs, Jeugd, Gelijke Kansen en Brussel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dcd814-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3bb2c-dec2-11e9-aa72-0242c0a80002"
"Geert","Bourgeois","Geert Bourgeois",2014-05-25,2019-07-02,"VM van Buitenlands Beleid en Onroerend Erfgoed",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ae6b0a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819f36e4-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2009-07-13,2014-07-25,"Minister-president van de Vlaamse regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81c3e9f8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Vera","Dua","Vera Dua",1999-07-13,2003-06-05,"VM van Leefmilieu en Landbouw",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f14254-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f140ec-dec2-11e9-aa72-0242c0a80002"
"Ingrid","Lieten","Ingrid Lieten",2009-07-13,2014-07-25,"VM van Innovatie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd5154-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3a510-dec2-11e9-aa72-0242c0a80002"
"Philippe","Muyters","Philippe Muyters",2009-07-13,2014-07-25,"VM van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",,"http://kanselarij.vo.data.gift/id/mandatarissen/81c3aba0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb5ca-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2004-07-20,2007-06-27,"VM van Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4c60a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Patricia","Ceysens","Patricia Ceysens",2004-07-20,2007-06-27,"VM van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e58e78-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81dd2666-dec2-11e9-aa72-0242c0a80002"
"Geert","Bourgeois","Geert Bourgeois",2009-07-13,2014-07-25,"VM van Bestuurszaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd5a6e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819f36e4-dec2-11e9-aa72-0242c0a80002"
"Geert","Bourgeois","Geert Bourgeois",2014-05-25,2019-07-02,"Minister-president van de Vlaamse regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/819f377a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819f36e4-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2007-06-28,2009-07-13,"VM van Institutionele Hervormingen, Bestuurszaken, Buitenlands Beleid, Media, Toerisme, Havens, Landbouw, Zeevisserij en Plattelandsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddee98-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Philippe","Muyters","Philippe Muyters",2009-07-13,2014-07-25,"VM van Financiën",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd5366-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb5ca-dec2-11e9-aa72-0242c0a80002"
"Pascal","Smet","Pascal Smet",2009-07-13,2014-07-25,"VM  van Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/81dd5fb4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c3bb2c-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2007-06-28,2009-07-13,"VM van Bestuurszaken, Buitenlands Beleid, Media en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81de068a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2007-06-28,2009-07-13,"VM van Institutionele Hervormingen, Bestuurszaken, Buitenlands Beleid, Media, Toerisme, Havens, Landbouw, Zeevisserij en Plattel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddb8ec-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Kris","Peeters","Kris Peeters",2007-06-28,2009-07-13,"VM van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ded0a6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81c39f20-dec2-11e9-aa72-0242c0a80002"
"Philippe","Muyters","Philippe Muyters",2019-07-02,,"VM van Werk, Economie, Innovatie en Sport",,"http://kanselarij.vo.data.gift/id/mandatarissen/819eb674-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819eb5ca-dec2-11e9-aa72-0242c0a80002"
"Sven","Gatz","Sven Gatz",2019-07-02,,"VM van Cultuur, Media, Jeugd en Brussel",,"http://kanselarij.vo.data.gift/id/mandatarissen/819eff44-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/819efec2-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"GM Welzijn en gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/82115e2c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Vogels","Vogels",1999-07-13,2003-06-05,"VM Welzijn, Gezondheid en Gelijke Kansen",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f57270-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f5711c-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1992-10-20,1995-06-20,"VM leefmilieu en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820604dc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Demeester-De Meyer","Demeester-De Meyer",1992-10-20,1995-06-20,"VM Financiën en Begroting, Gezondheidsinstellingen, Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820e9548-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82047964-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-02-03,1988-10-18,"GM Tewerkstelling, Vorming, Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215836c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Llenssens","Llenssens",1981-12-22,1985-12-10,"GM Leefmilieu, Waterbeleid en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/8219ddea-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8219db2e-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-02-03,1988-10-18,"GM Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214a8ac-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Waterbeleid, Leefmilieu en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218cedc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Ggeens","Ggeens",1981-12-22,1985-12-10,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821dd918-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821dd634-dec2-11e9-aa72-0242c0a80002"
,"Poma","Poma",1981-12-22,1985-12-10,"GM cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c26fe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218748c-dec2-11e9-aa72-0242c0a80002"
,"Beysen","Beysen",1988-02-03,1988-10-18,"GM van Binnenlandse Aangelegenheden en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215b8fa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214aadc-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1992-10-20,1995-06-20,"VM Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/8206011c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Tavernier","Tavernier",2003-06-10,2004-07-20,"VM Leefmilieu, Landbouw en Ontwikkelingssamenwerking",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ee7e66-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ee7d4e-dec2-11e9-aa72-0242c0a80002"
,"Ceysens","Ceysens",2007-06-28,2009-07-13,"VM Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e23b60-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e23a70-dec2-11e9-aa72-0242c0a80002"
,"Keulen","Keulen",2007-06-28,2009-07-13,"VM Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e20212-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e200fa-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Landinrichting en Natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/82187bbc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Potoms","Potoms",1981-12-22,1985-12-10,"Griffier",,"http://kanselarij.vo.data.gift/id/mandatarissen/8219060e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217c1e0-dec2-11e9-aa72-0242c0a80002"
,"Van den Brande","Van den Brande",1995-06-20,1999-07-13,"VM Buitenlands Beleid, Europese Aangelegenheden, Wetenschap en   Technologie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fcef0a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fceda2-dec2-11e9-aa72-0242c0a80002"
,"Vervotte","Vervotte",2004-07-20,2007-06-27,"VM Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e5958a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e59486-dec2-11e9-aa72-0242c0a80002"
,"De Croo","De Croo",1985-12-10,1988-02-03,"Minister verkeerswezen & buitenl. handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/82178446-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8216699e-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1985-12-10,1988-02-03,"GM Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/8216aa08-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Anciaux","Anciaux",2004-07-20,2007-06-27,"VM Cultuur, Jeugd, Sport en Brussel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e50098-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1c7a2-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1985-12-10,1988-02-03,"GM Binnenlandse Aangelegenheden en Ruimtelijke Ordeningo",,"http://kanselarij.vo.data.gift/id/mandatarissen/82194bfa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
