"firstName","familyName","fullName","start","einde","title","rangorde","mandataris","persoon"
,"De Batselier","De Batselier",1992-10-20,1995-06-20,"VM Leefmilieu en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205fe2e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenheden en Openbaar   Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210fdec-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1999-07-13,2003-06-05,"VM Financiën, Begroting, Buitenlands Beleid en Europese Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f75aa4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8212758c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1985-12-10,1988-02-03,"GM Volksgezondheid en leefmilieu",,"http://kanselarij.vo.data.gift/id/mandatarissen/821846d8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-10-20,1995-06-20,"VM Openbare Werken, Ruimtelijke Ordening en   Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820657e8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Poma","Poma",1981-12-22,1985-12-10,"GM Vultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/82197ee0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218748c-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-10-20,1995-06-20,"VM Financien en Begroting, Gezondheidinstellingen, Welzijn en   Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820671ec-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Demeester-De Meyer","Demeester-De Meyer",1995-06-20,1999-07-13,"VM Financien, Begroting en Gezondheidsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82047ae0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82047964-dec2-11e9-aa72-0242c0a80002"
,"Poma","Poma",1981-12-22,1985-12-10,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c4e54-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218748c-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1988-10-18,1992-01-21,"GM van Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f8976-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Potoms","Potoms",1985-12-10,1988-02-03,"Griffier",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217c49c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217c1e0-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1988-02-03,1988-10-18,"GM van Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/82157138-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1985-12-10,1988-02-03,"GM van Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215fe82-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu Natuurbehoud   en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82111a20-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1988-02-03,1988-10-18,"Gm cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214d08e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1981-12-22,1985-12-10,"GM",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c54ee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
,"Demeester-De Meyer","Demeester-De Meyer",1992-01-21,1992-02-05,"GM Financiën en Begroting, Gezondheidsinstellingen,                    Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ea010-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82047964-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"HM Leefmilieu, Waterbeleid en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218b4b0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-10-20,1995-06-20,"VM Openbare Werken, Ruimtelijke Ordening en                    Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82061b20-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1985-12-10,1988-02-03,"GM Volksgezondheid en Leefmilieu",,"http://kanselarij.vo.data.gift/id/mandatarissen/8216027e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-02-05,1992-10-20,"GM Openbare Werken, Ruimtelijke Ordening en                  : Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820e0af6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-02-03,1988-10-18,"GM Tewerkstelling, Vorming en Openbaar ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214c800-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"GM Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f033e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1981-12-22,1985-12-10,"Voorzitter vlaamse raad",,"http://kanselarij.vo.data.gift/id/mandatarissen/821960ae-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1992-10-20,1995-06-20,"VM Ondewijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820774a2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Anciaux","Anciaux",1999-07-13,2003-06-05,"VM Cultuur, Jeugd, Brusselse Aangelegenheden en Ontwikkelingssamenwerking",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f57d38-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1c7a2-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-02-05,1992-10-20,"GM Openbare Werken, Ruimtelijke Ordening en                    Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d7384-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Van den Brande","Van den Brande",1992-02-05,1992-10-20,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cdf46-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fceda2-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1985-12-10,1988-02-03,"Gm Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218180c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"GM van Binnenlandse Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210affe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Leefmilieu, Waterbeleid & Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821aa1ee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1995-06-20,1999-07-13,"VM Financien, Begroting en Gezondheidsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205dbec-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM van Ruimtelijke Ordening en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82128c66-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1988-10-18,1992-01-21,"GM van Binnenlandse Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/82121d9e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Anciaux","Anciaux",1999-07-13,2003-06-05,"VM Cultuur, Jeugd, Sport, Brusselse Aangelegenheden en Ontwikkelingssamenwerking",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f5dc56-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1c7a2-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Leefmilieu, Waterbeleid & onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a8dee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"Gm leefmilieu, waterbeleid en onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a8042-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Economie, Middenstand en Economie",,"http://kanselarij.vo.data.gift/id/mandatarissen/82143778-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"HM Binnenlandse Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213e05c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-02-03,1988-10-18,"GM Wezijn, Gezin en Volksgezondheid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82155e8c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Keulen","Keulen",2003-06-10,2004-07-20,"VM Wonen, Media en",,"http://kanselarij.vo.data.gift/id/mandatarissen/81eea440-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e200fa-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ef9e8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Landinrichting en natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/82199416-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenheden en openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214186a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"GM  Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/821485de-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Keulen","Keulen",2004-07-20,2007-06-27,"Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ec788c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e200fa-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1985-12-10,1988-02-03,"FM Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217fdfe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Economie, Middenstand en energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210d664-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Economie, Middenstand en Werkgelegenheid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82142dfa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu, Landinrichting en Natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/82138e54-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1992-10-20,1995-06-20,"VM Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820eae20-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"Vice-Voorzitter en GM Economie, Middenstand en                    Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f6e78-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-10-20,1995-06-20,"VM Openbare Werken, Ruimtelijke Ordening enBinnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820754a4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1995-06-20,1999-07-13,"VM Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81febd12-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1995-06-20,1999-07-13,"VM onderwijs en ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/82057242-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1985-12-10,1988-02-03,"GM Financiën en begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821629b6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Economie, Middenstands en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/82147d5a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"De Batselier.","De Batselier.",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821373b0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8213719e-dec2-11e9-aa72-0242c0a80002"
,"Remion","Remion",1981-12-22,1985-12-10,"Eerste voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821ccc08-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821ae0e6-dec2-11e9-aa72-0242c0a80002"
,"Landuyt","Landuyt",2003-06-10,2004-07-20,"VM Werkgelegenheid en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ecea2e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ece92a-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1981-12-22,1985-12-10,"GM Gezondheidszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218f902-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Van Mechelen","Van Mechelen",1999-07-13,2003-06-05,"VM Financiën en Begroting, Innovatie, Media en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f1f082-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e43244-dec2-11e9-aa72-0242c0a80002"
,"Galle","Galle",1981-12-22,1985-12-10,"GM binnenlandse aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c355e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82186b36-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1985-12-10,1988-02-03,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215e492-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Baldewijns","Baldewijns",1995-06-20,1999-07-13,"VM Openbare Werken, Vervoer en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81feb7e0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fcfacc-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1981-12-22,1985-12-10,"GM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821dc1bc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1992-10-20,1995-06-20,"VM Verkeer, Buitenlandse handel en Staathervorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/82081c18-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Fleerackers","Fleerackers",1981-12-22,1985-12-10,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/82187220-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82186fb4-dec2-11e9-aa72-0242c0a80002"
,"Vandenbroucke","Vandenbroucke",2007-06-28,2009-07-13,"VM Werk, Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1c36a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1c284-dec2-11e9-aa72-0242c0a80002"
,"Van Rompuy","Van Rompuy",1995-06-20,1999-07-13,"VM Economie, KMO, Landbouw, Media",,"http://kanselarij.vo.data.gift/id/mandatarissen/820579e0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fdb070-dec2-11e9-aa72-0242c0a80002"
,"Grootjans","Grootjans",1985-12-10,1988-02-03,"Minister van staat",,"http://kanselarij.vo.data.gift/id/mandatarissen/82177eba-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82166e6c-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1988-10-18,1992-01-21,"GM Economie, Middenstand en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/82127104-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Van Mechelen","Van Mechelen",1999-07-13,2003-06-05,"VM Economie, Ruimtelijke Ordening en Media",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f6c2c4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e43244-dec2-11e9-aa72-0242c0a80002"
,"Dupré","Dupré",1988-02-03,1988-10-18,"GM Leefmilieu, Landinrichting en KMO-Beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215974e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214ed9e-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1988-10-18,1992-01-21,"GM Economie, Middenstand en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/82126132-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Grauls","Grauls",1981-12-22,1985-12-10,"Secretaris vd raad",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b0332-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821b0058-dec2-11e9-aa72-0242c0a80002"
,"Buchmann","Buchmann",1981-12-22,1985-12-10,"HM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a9b5e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218920a-dec2-11e9-aa72-0242c0a80002"
,"Galle","Galle",1981-12-22,1985-12-10,"GM Binnenlandse Aaangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8219226a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82186b36-dec2-11e9-aa72-0242c0a80002"
,"Baldewijns","Baldewijns",1995-06-20,1999-07-13,"VM Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fcfc2a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fcfacc-dec2-11e9-aa72-0242c0a80002"
,"Breyne","Breyne",1988-02-03,1988-10-18,"GM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214b98c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214b77a-dec2-11e9-aa72-0242c0a80002"
,"Coens","Coens",1988-10-18,1992-01-21,"GM onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/8211be26-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820efd9e-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1992-10-20,1995-06-20,"VM Verkeer, Buitenlandse Handel en Staatshervorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/820626ba-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-02-03,1988-10-18,"GM Onderwijse n Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215a1a8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM Gezin en Welzijn",,"http://kanselarij.vo.data.gift/id/mandatarissen/821da9d4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Van Der Zwalmen","Van Der Zwalmen",1985-12-10,1988-02-03,"Griffier",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217ca64-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217c7d0-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1981-12-22,1985-12-10,"GM van Gezondheidsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/821cc460-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Peeters","Peeters",1995-06-20,1999-07-13,"VM Binnenlandse Aangelegenheden, Stedelijk beleid en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fe3284-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1f8ee-dec2-11e9-aa72-0242c0a80002"
,"Remion","Remion",1981-12-22,1985-12-10,"Kabinet eerste voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821ae3c0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821ae0e6-dec2-11e9-aa72-0242c0a80002"
,"Dupre","Dupre",1988-02-03,1988-10-18,"GM Leefmilieu, Landinrichting en KMO-Beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82152764-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214af0a-dec2-11e9-aa72-0242c0a80002"
,"Van Grembergen","Van Grembergen",1999-07-13,2003-06-05,"VM Binnenlandse Aangelegenheden, Cultuur en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f17454-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecec18-dec2-11e9-aa72-0242c0a80002"
,"Vermeulen","Vermeulen",1985-12-10,1988-02-03,"Raad van State",,"http://kanselarij.vo.data.gift/id/mandatarissen/8216527e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82165030-dec2-11e9-aa72-0242c0a80002"
